"Data"	"Gracz"	"Powód"	"Ilość"
"2025-11-16 19:59:51"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-11-16 19:17:32"	"Klaudiuszs"	"Wpłata"	"60"
"2025-11-16 19:10:50"	"Klaudiuszs"	"Wpłata"	"10"
"2025-11-16 18:30:15"	"SaszaToJa"	"Wypłata"	"-10"
"2025-11-16 18:25:57"	"PanFausT"	"Wypłata"	"-10"
"2025-11-16 18:24:48"	"Karoll"	"Wypłata"	"-10"
"2025-11-16 18:18:14"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-11-16 18:00:00"	"Go1on"	"Wypłata"	"-10"
"2025-11-16 17:50:21"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-11-16 14:21:24"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-11-16 13:08:00"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-11-16 11:14:17"	"SaszaToJa"	"Wypłata"	"-10"
"2025-11-16 01:23:36"	"SaszaToJa"	"Wpłata"	"10"
"2025-11-15 23:59:38"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-11-15 23:04:25"	"SaszaToJa"	"Wypłata"	"-10"
"2025-11-15 23:04:24"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-11-15 22:55:48"	"SaszaToJa"	"Wypłata"	"-10"
"2025-11-15 22:40:24"	"SaszaToJa"	"Wypłata"	"-10"
"2025-11-15 21:00:54"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-11-15 20:45:39"	"Go1on"	"Wypłata"	"-10"
"2025-11-15 20:41:38"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-11-15 18:21:45"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-11-15 17:51:53"	"JuriOwsienko69"	"Wypłata"	"-3"
"2025-11-15 16:16:11"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-11-14 20:43:53"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-11-14 20:30:04"	"Karoll"	"Wypłata"	"-10"
"2025-11-14 20:24:18"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-11-14 20:12:19"	"Karoll"	"Wypłata"	"-10"
"2025-11-14 19:52:36"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-11-14 18:05:29"	"PanFausT"	"Wypłata"	"-10"
"2025-11-14 12:56:00"	"SaszaToJa"	"Wpłata"	"70"
"2025-11-13 22:02:27"	"Go1on"	"Wypłata"	"-10"
"2025-11-13 22:02:16"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-11-13 22:00:01"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-11-13 21:30:36"	"Karoll"	"Wpłata"	"10"
"2025-11-13 20:52:24"	"JuriOwsienko69"	"Wpłata"	"129"
"2025-11-13 20:32:46"	"Karoll"	"Wypłata"	"-10"
"2025-11-13 20:32:10"	"PanFausT"	"Wypłata"	"-10"
"2025-11-13 20:15:20"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-11-13 19:52:00"	"JuicyCat"	"Wpłata"	"10"
"2025-11-13 19:48:33"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-11-13 19:42:23"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-11-12 20:37:45"	"Karoll"	"Wpłata"	"113"
"2025-11-12 19:57:37"	"SzibaV2Sigma"	"Wypłata"	"-10"
