"Data"	"Gracz"	"Powód"	"Ilość"
"2025-05-19 20:05:39"	"Karoll"	"Wpłata"	"1"
"2025-05-19 20:00:24"	"Kacper17"	"Wypłata"	"-50"
"2025-05-19 19:56:18"	"Klaudiuszs"	"Wpłata"	"10"
"2025-05-19 19:42:45"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-19 19:30:39"	"Go1on"	"Wpłata"	"150"
"2025-05-19 19:28:13"	"Go1on"	"Wypłata"	"-10"
"2025-05-19 18:29:39"	"Klaudiuszs"	"Wpłata"	"10"
"2025-05-19 18:03:16"	"Kacper17"	"Wypłata"	"-50"
"2025-05-19 17:43:07"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-19 17:04:03"	"Kacper17"	"Wypłata"	"-10"
"2025-05-19 16:13:20"	"PanFausT"	"Wypłata"	"-10"
"2025-05-19 16:13:19"	"Karoll"	"Wypłata"	"-10"
"2025-05-18 21:54:54"	"JuriOwsienko69"	"Wpłata"	"2"
"2025-05-18 21:41:20"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-05-18 21:39:06"	"Klaudiuszs"	"Wpłata"	"10"
"2025-05-18 20:31:27"	"Karoll"	"Wypłata"	"-10"
"2025-05-18 20:12:52"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-18 20:12:52"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-18 17:42:35"	"Karoll"	"Wypłata"	"-13"
"2025-05-18 17:36:14"	"Karoll"	"Wypłata"	"-10"
"2025-05-18 17:22:42"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-18 16:59:04"	"PanFausT"	"Wpłata"	"2"
"2025-05-18 16:28:24"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-05-18 16:21:43"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-18 16:20:07"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-05-18 16:19:43"	"Karoll"	"Wpłata"	"10"
"2025-05-18 16:08:32"	"Karoll"	"Wypłata"	"-10"
"2025-05-18 15:32:05"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-18 15:03:02"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-05-18 14:56:06"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-18 14:30:38"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-05-18 12:27:19"	"Kacper17"	"Wypłata"	"-10"
"2025-05-17 21:58:11"	"Karoll"	"Wpłata"	"85"
"2025-05-17 21:57:06"	"JuriOwsienko69"	"Wpłata"	"5"
"2025-05-17 21:54:45"	"Klaudiuszs"	"Wpłata"	"50"
"2025-05-17 21:31:43"	"Klaudiuszs"	"Wpłata"	"20"
