"Data"	"Gracz"	"Powód"	"Ilość"
"2025-05-17 20:47:06"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-05-17 20:41:23"	"Karoll"	"Wpłata"	"10"
"2025-05-17 20:41:03"	"Klaudiuszs"	"Wpłata"	"10"
"2025-05-17 19:02:12"	"Karoll"	"Wypłata"	"-10"
"2025-05-17 19:00:15"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-17 18:58:35"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-17 18:08:53"	"Karoll"	"Wypłata"	"-10"
"2025-05-17 17:58:36"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-17 17:37:41"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-17 00:48:32"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-05-16 23:21:27"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-16 23:10:41"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-05-16 22:19:23"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-16 18:40:05"	"Kacper17"	"Wypłata"	"-10"
"2025-05-16 18:37:05"	"Go1on"	"Wypłata"	"-10"
"2025-05-16 18:33:57"	"Kacper17"	"Wypłata"	"-50"
"2025-05-16 18:32:19"	"Kacper17"	"Wypłata"	"-10"
"2025-05-16 18:30:07"	"Go1on"	"Wypłata"	"-10"
"2025-05-16 18:24:16"	"Kacper17"	"Wypłata"	"-50"
"2025-05-16 18:13:30"	"Kacper17"	"Wypłata"	"-10"
"2025-05-16 18:10:21"	"Karoll"	"Wypłata"	"-10"
"2025-05-16 18:08:11"	"Karoll"	"Wypłata"	"-10"
"2025-05-16 17:48:29"	"Kacper17"	"Wypłata"	"-50"
"2025-05-16 17:39:13"	"Go1on"	"Wypłata"	"-10"
"2025-05-16 15:43:35"	"Karoll"	"Wypłata"	"-3"
"2025-05-16 14:14:04"	"Kacper17"	"Wpłata"	"10"
"2025-05-16 11:14:28"	"Klaudiuszs"	"Wpłata"	"10"
"2025-05-16 10:46:59"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-15 23:02:03"	"Klaudiuszs"	"Wpłata"	"10"
"2025-05-15 22:31:45"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-15 20:31:26"	"Klaudiuszs"	"Wpłata"	"10"
"2025-05-15 20:27:45"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-15 20:26:39"	"Kacper17"	"Wypłata"	"-10"
"2025-05-15 19:12:43"	"Karoll"	"Wypłata"	"-3"
"2025-05-15 18:51:56"	"Go1on"	"Wpłata"	"15"
"2025-05-15 18:35:04"	"Kacper17"	"Wypłata"	"-10"
"2025-05-15 18:30:36"	"JennyEU"	"Wypłata"	"-10"
"2025-05-15 18:14:24"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-15 17:44:59"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-15 17:44:05"	"Go1on"	"Wypłata"	"-10"
"2025-05-15 17:43:48"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-15 17:43:44"	"Kacper17"	"Wypłata"	"-60"
"2025-05-15 17:37:20"	"Karoll"	"Wypłata"	"-10"
"2025-05-15 16:15:30"	"Klaudiuszs"	"Wpłata"	"10"
"2025-05-14 18:19:37"	"Karoll"	"Wypłata"	"-10"
"2025-05-14 18:15:11"	"Go1on"	"Wypłata"	"-10"
"2025-05-14 18:07:03"	"Karoll"	"Wypłata"	"-10"
"2025-05-14 17:51:15"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-14 17:51:14"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-14 17:42:54"	"Go1on"	"Wypłata"	"-10"
"2025-05-14 17:31:05"	"Kacper17"	"Wypłata"	"-60"
"2025-05-14 16:00:24"	"Klaudiuszs"	"Wpłata"	"10"
"2025-05-14 15:44:32"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-13 18:58:06"	"Go1on"	"Wypłata"	"-10"
"2025-05-13 18:37:17"	"Karoll"	"Wypłata"	"-3"
"2025-05-13 18:33:01"	"Karoll"	"Wypłata"	"-3"
"2025-05-13 18:29:59"	"Karoll"	"Wypłata"	"-3"
"2025-05-13 17:02:41"	"Klaudiuszs"	"Wpłata"	"10"
"2025-05-13 16:57:34"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-05-13 16:44:46"	"Go1on"	"Wypłata"	"-3"
"2025-05-13 16:25:12"	"Kacper17"	"Wypłata"	"-4"
"2025-05-12 22:41:38"	"PanFausT"	"Wypłata"	"-10"
"2025-05-12 19:29:00"	"Karoll"	"Wpłata"	"10"
"2025-05-12 18:58:45"	"Karoll"	"Wypłata"	"-10"
"2025-05-12 17:58:20"	"Karoll"	"Wypłata"	"-10"
"2025-05-12 17:52:08"	"Go1on"	"Wypłata"	"-10"
"2025-05-11 19:04:43"	"Karoll"	"Wpłata"	"70"
"2025-05-10 23:11:55"	"Kacper17"	"Wypłata"	"-10"
"2025-05-10 22:59:40"	"Kacper17"	"Wypłata"	"-10"
"2025-05-10 18:55:41"	"Go1on"	"Wypłata"	"-10"
"2025-05-10 18:55:39"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-10 18:52:06"	"Karoll"	"Wypłata"	"-10"
"2025-05-10 17:37:04"	"JuriOwsienko69"	"Wpłata"	"6"
"2025-05-10 16:49:43"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-10 16:06:48"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-05-09 20:26:08"	"JuriOwsienko69"	"Wypłata"	"-10"
