"Data"	"Gracz"	"Powód"	"Ilość"
"2025-10-30 21:01:03"	"INKA"	"Wpłata"	"3"
"2025-10-30 20:40:16"	"Karoll"	"Wypłata"	"-10"
"2025-10-30 20:36:15"	"Karoll"	"Wypłata"	"-10"
"2025-10-30 20:31:43"	"Kacper17"	"Wypłata"	"-10"
"2025-10-30 20:29:55"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-10-30 19:32:05"	"SaszaToJa"	"Wypłata"	"-10"
"2025-10-30 18:51:50"	"Karoll"	"Wypłata"	"-3"
"2025-10-30 18:27:55"	"Karoll"	"Wypłata"	"-3"
"2025-10-30 17:35:02"	"Karoll"	"Wypłata"	"-6"
"2025-10-30 17:07:53"	"Karoll"	"Wypłata"	"-6"
"2025-10-30 16:34:55"	"Go1on"	"Wypłata"	"-10"
"2025-10-30 12:58:05"	"Kacper17"	"Wpłata"	"10"
"2025-10-30 12:13:41"	"Kacper17"	"Wypłata"	"-10"
"2025-10-29 22:19:37"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-29 22:12:50"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-29 21:05:18"	"Kacper17"	"Wpłata"	"50"
"2025-10-29 21:02:03"	"Klaudiuszs"	"Wpłata"	"10"
"2025-10-29 20:49:50"	"Go1on"	"Wpłata"	"30"
"2025-10-29 20:08:54"	"Smokq"	"Wypłata"	"-50"
"2025-10-29 19:53:22"	"Kacper17"	"Wypłata"	"-50"
"2025-10-29 19:44:15"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-29 17:19:34"	"Karoll"	"Wpłata"	"10"
"2025-10-29 16:49:51"	"Karoll"	"Wypłata"	"-10"
"2025-10-29 16:33:53"	"Smokq"	"Wpłata"	"10"
"2025-10-29 16:28:17"	"Smokq"	"Wypłata"	"-10"
"2025-10-28 23:02:00"	"Go1on"	"Wpłata"	"10"
"2025-10-28 22:24:20"	"Go1on"	"Wypłata"	"-10"
"2025-10-28 19:31:03"	"Kacper17"	"Wpłata"	"10"
"2025-10-28 19:25:21"	"Kacper17"	"Wypłata"	"-10"
"2025-10-28 19:23:14"	"Kacper17"	"Wpłata"	"10"
"2025-10-28 19:15:25"	"Kacper17"	"Wypłata"	"-10"
"2025-10-27 18:15:04"	"Kacper17"	"Wpłata"	"50"
"2025-10-27 17:59:04"	"Kacper17"	"Wypłata"	"-50"
"2025-10-27 11:15:10"	"Karoll"	"Wypłata"	"-3"
"2025-10-26 22:05:32"	"Go1on"	"Wypłata"	"-10"
"2025-10-26 20:44:19"	"SaszaToJa"	"Wypłata"	"-10"
"2025-10-26 17:22:32"	"Kacper17"	"Wypłata"	"-10"
"2025-10-26 13:06:24"	"SaszaToJa"	"Wpłata"	"10"
"2025-10-26 12:18:21"	"Kacper17"	"Wpłata"	"10"
"2025-10-26 12:14:44"	"Kacper17"	"Wypłata"	"-10"
"2025-10-26 12:12:34"	"SaszaToJa"	"Wypłata"	"-10"
"2025-10-26 11:35:26"	"Kacper17"	"Wypłata"	"-10"
"2025-10-25 20:21:37"	"Klaudiuszs"	"Wpłata"	"10"
"2025-10-25 19:47:34"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-25 18:59:12"	"Karoll"	"Wypłata"	"-10"
"2025-10-25 18:57:47"	"Go1on"	"Wypłata"	"-10"
"2025-10-25 18:42:37"	"Kacper17"	"Wypłata"	"-10"
