"Data"	"Gracz"	"Powód"	"Ilość"
"2025-10-12 09:01:16"	"Karoll"	"Wypłata"	"-3"
"2025-10-11 22:50:23"	"SaszaToJa"	"Wypłata"	"-10"
"2025-10-11 21:07:37"	"Karoll"	"Wypłata"	"-10"
"2025-10-11 20:05:01"	"Karoll"	"Wypłata"	"-10"
"2025-10-11 18:03:24"	"JennyEU"	"Wypłata"	"-10"
"2025-10-11 09:00:52"	"Go1on"	"Wypłata"	"-10"
"2025-10-10 16:05:37"	"Smokq"	"Wpłata"	"10"
"2025-10-10 16:05:26"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-10-10 15:44:21"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-10-10 15:37:05"	"Smokq"	"Wypłata"	"-10"
"2025-10-09 20:37:08"	"Kacper17"	"Wpłata"	"10"
"2025-10-09 19:55:27"	"Kacper17"	"Wypłata"	"-50"
"2025-10-09 18:38:42"	"Kacper17"	"Wpłata"	"10"
"2025-10-09 18:32:05"	"Smokq"	"Wpłata"	"10"
"2025-10-09 18:20:41"	"Kacper17"	"Wypłata"	"-50"
"2025-10-09 18:02:26"	"Smokq"	"Wypłata"	"-10"
"2025-10-09 17:54:01"	"Kacper17"	"Wypłata"	"-10"
"2025-10-09 16:47:05"	"Kacper17"	"Wypłata"	"-10"
"2025-10-09 16:07:11"	"Kacper17"	"Wypłata"	"-10"
"2025-10-09 13:10:03"	"Kacper17"	"Wpłata"	"10"
"2025-10-08 19:09:12"	"Kacper17"	"Wypłata"	"-10"
"2025-10-08 16:40:45"	"ZaluzjaSolonez"	"Wypłata"	"-10"
"2025-10-08 16:37:03"	"Smokq"	"Wypłata"	"-10"
"2025-10-08 04:13:19"	"Smokq"	"Wpłata"	"21"
"2025-10-07 21:04:05"	"Go1on"	"Wpłata"	"10"
"2025-10-07 20:56:48"	"Go1on"	"Wypłata"	"-10"
"2025-10-07 20:54:14"	"JuicyCat"	"Wypłata"	"-10"
"2025-10-07 19:39:41"	"Go1on"	"Wpłata"	"31"
"2025-10-07 18:57:56"	"JuriOwsienko69"	"Wypłata"	"-6"
"2025-10-07 18:07:48"	"Klaudiuszs"	"Wpłata"	"10"
"2025-10-07 18:07:19"	"Smokq"	"Wpłata"	"10"
"2025-10-07 17:48:43"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-10-07 17:46:49"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-07 17:44:52"	"Smokq"	"Wypłata"	"-10"
"2025-10-07 17:42:53"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-10-07 17:33:09"	"Kacper17"	"Wypłata"	"-10"
"2025-10-07 11:54:41"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-10-07 10:26:48"	"Kacper17"	"Wypłata"	"-10"
"2025-10-06 21:19:27"	"Smokq"	"Wpłata"	"10"
"2025-10-06 21:11:04"	"Smokq"	"Wypłata"	"-10"
"2025-10-06 21:08:17"	"Go1on"	"Wypłata"	"-10"
"2025-10-06 21:07:56"	"Kacper17"	"Wypłata"	"-10"
"2025-10-06 21:00:54"	"JuicyCat"	"Wypłata"	"-10"
"2025-10-06 20:37:19"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-10-06 20:31:49"	"SzibaV2Sigma"	"Wypłata"	"-5"
"2025-10-06 20:31:32"	"Kacper17"	"Wypłata"	"-10"
"2025-10-06 20:29:32"	"Kacper17"	"Wypłata"	"-10"
