"Data"	"Gracz"	"Powód"	"Ilość"
"2025-10-06 20:26:29"	"Smokq"	"Wypłata"	"-10"
"2025-10-06 19:57:28"	"Kacper17"	"Wypłata"	"-50"
"2025-10-06 19:51:16"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-06 19:43:25"	"Go1on"	"Wpłata"	"35"
"2025-10-06 19:30:15"	"Smokq"	"Wypłata"	"-4"
"2025-10-06 18:38:49"	"JuriOwsienko69"	"Wypłata"	"-3"
"2025-10-06 18:37:53"	"Kacper17"	"Wpłata"	"10"
"2025-10-06 18:32:37"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-10-06 18:30:15"	"Smokq"	"Wpłata"	"10"
"2025-10-06 18:16:01"	"Kacper17"	"Wypłata"	"-10"
"2025-10-06 18:13:30"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-06 18:13:11"	"Kacper17"	"Wypłata"	"-50"
"2025-10-06 18:12:36"	"Karoll"	"Wypłata"	"-10"
"2025-10-06 18:11:30"	"SzibaV2Sigma"	"Wypłata"	"-10"
"2025-10-06 18:11:03"	"Kacper17"	"Wypłata"	"-10"
"2025-10-06 18:10:51"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-06 17:55:49"	"Kacper17"	"Wypłata"	"-50"
"2025-10-06 14:03:57"	"Kacper17"	"Wypłata"	"-10"
"2025-10-06 13:45:39"	"Kacper17"	"Wpłata"	"16"
"2025-10-06 13:33:13"	"Karoll"	"Wypłata"	"-10"
"2025-10-06 13:19:27"	"Kacper17"	"Wypłata"	"-10"
"2025-10-06 11:53:59"	"SaszaToJa"	"Wpłata"	"10"
"2025-10-06 11:40:45"	"SaszaToJa"	"Wypłata"	"-10"
"2025-10-06 08:04:40"	"Karoll"	"Wypłata"	"-1"
"2025-10-05 21:24:27"	"Klaudiuszs"	"Wpłata"	"70"
"2025-10-05 21:12:07"	"PanFausT"	"Wypłata"	"-6"
"2025-10-05 21:09:24"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-10-05 20:56:18"	"Go1on"	"Wypłata"	"-10"
"2025-10-05 20:55:17"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-05 20:20:11"	"Kacper17"	"Wypłata"	"-50"
"2025-10-05 19:46:19"	"Kacper17"	"Wypłata"	"-10"
"2025-10-05 19:41:53"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-05 19:25:05"	"Go1on"	"Wypłata"	"-10"
"2025-10-05 19:01:50"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-05 19:01:01"	"PanFausT"	"Wypłata"	"-10"
"2025-10-05 19:00:58"	"PanFausT"	"Wypłata"	"-5"
"2025-10-05 19:00:04"	"Smokq"	"Wypłata"	"-10"
"2025-10-05 18:59:18"	"CiepnijAfa"	"Wpłata"	"13"
"2025-10-05 18:59:01"	"Karoll"	"Wypłata"	"-10"
"2025-10-05 18:56:13"	"Klaudiuszs"	"Wpłata"	"10"
"2025-10-05 18:46:15"	"Go1on"	"Wpłata"	"15"
"2025-10-05 18:29:22"	"Kacper17"	"Wypłata"	"-29"
"2025-10-05 17:49:32"	"JuicyCat"	"Wpłata"	"42"
"2025-10-05 17:49:06"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-10-05 17:47:53"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-10-05 17:47:52"	"Kacper17"	"Wypłata"	"-50"
"2025-10-05 16:42:52"	"Karoll"	"Wypłata"	"-10"
"2025-10-05 06:20:50"	"Karoll"	"Wpłata"	"40"
"2025-10-04 22:51:08"	"SaszaToJa"	"Wpłata"	"10"
"2025-10-04 22:48:21"	"SaszaToJa"	"Wypłata"	"-10"
"2025-10-04 19:30:41"	"JennyEU"	"Wpłata"	"10"
"2025-10-04 19:10:16"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-10-04 19:09:53"	"Kacper17"	"Wypłata"	"-10"
"2025-10-04 18:59:28"	"JennyEU"	"Wypłata"	"-10"
"2025-10-04 18:55:45"	"JennyEU"	"Wypłata"	"-10"
"2025-10-04 18:55:20"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-10-04 18:29:10"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-10-04 18:28:57"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-10-04 15:25:47"	"PanFausT"	"Wpłata"	"7"
