"Data"	"Gracz"	"Powód"	"Ilość"
"2025-07-20 23:03:42"	"Kacper17"	"Wpłata"	"10"
"2025-07-20 22:58:35"	"Kacper17"	"Wypłata"	"-10"
"2025-07-20 16:29:21"	"JennyEU"	"Wypłata"	"-10"
"2025-07-19 18:37:51"	"GapiK"	"Wpłata"	"10"
"2025-07-19 18:00:56"	"GapiK"	"Wypłata"	"-10"
"2025-07-19 17:59:16"	"SaszaToJa"	"Wypłata"	"-10"
"2025-07-19 17:17:30"	"JuriOwsienko69"	"Wpłata"	"10"
"2025-07-19 16:44:13"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-07-19 14:39:41"	"Klaudiuszs"	"Wpłata"	"10"
"2025-07-19 13:44:25"	"JuriOwsienko69"	"Wypłata"	"-10"
"2025-07-19 13:22:13"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-07-18 18:39:42"	"Go1on"	"Wpłata"	"10"
"2025-07-18 18:36:30"	"Klaudiuszs"	"Wpłata"	"10"
"2025-07-18 17:58:49"	"Go1on"	"Wypłata"	"-10"
"2025-07-18 17:39:26"	"Klaudiuszs"	"Wypłata"	"-10"
"2025-07-17 20:00:39"	"Karoll"	"Wypłata"	"-10"
"2025-07-17 19:53:39"	"Go1on"	"Wypłata"	"-10"
"2025-07-17 18:41:29"	"SaszaToJa"	"Wpłata"	"10"
"2025-07-17 18:35:58"	"SaszaToJa"	"Wypłata"	"-10"
"2025-07-17 17:00:50"	"PanFausT"	"Wpłata"	"31"
